,actual,pred
777,2344.0,1501.4238
778,2967.0,1809.7572
779,3372.0,2249.9468
780,3130.9999999999995,2496.9583
781,4572.0,2413.5225
782,4237.0,2872.4219
783,5911.0,3286.9492
784,4406.0,5255.763
785,3110.0,5738.333
786,6377.0,6639.921
787,2543.0,7212.726
788,1534.0,7832.1987
789,1758.0,8301.525
790,3312.0,8555.184
791,4147.0,8675.919
792,5007.0,8609.831
793,5547.0,8613.209
794,5572.0,9143.105
795,5603.0,9569.237
796,3052.0,9811.989
797,2035.0,10058.105
798,2290.0,10080.17
799,1853.9999999999998,10399.954
800,2034.0,10778.083
801,1369.0,10998.597
802,3155.0000000000005,11381.233
803,3960.0,11381.463
804,3208.9999999999995,11368.214
805,4741.0,11227.917
806,2301.0,11287.554
807,1139.0,10796.624
808,2302.0,10507.946
809,1787.0,9935.043
810,6038.0,9828.519
811,9109.0,9356.651
812,13093.999999999998,9058.166
813,8559.0,8204.356
814,5111.0,7595.768
815,2488.0,6969.4355
816,2427.0,6233.379
817,2893.0,5673.281
818,5519.0,4902.222
819,3580.0000000000005,3860.512
820,3258.0,3059.4954
821,1680.0,2548.0713
822,2183.0,1976.9547
823,1662.9999999999998,1684.1609
824,1864.0000000000002,1095.3837
825,874.0,859.7554
826,0.0,922.862
827,0.0,727.7858
828,0.0,751.30334
829,1996.0,1137.5121
830,2088.0,1140.789
831,2398.0,1372.6255
832,2344.0,1708.1691
833,2967.0,1933.4396
834,3372.0,2278.7424
835,3130.9999999999995,2756.8525
836,4572.0,3067.1848
837,4237.0,3048.9988
838,5911.0,3583.9253
839,7666.000000000001,4034.0278
840,3110.0,5526.845
841,6377.0,6017.6265
842,2543.0,6927.216
843,1534.0,7490.808
844,1758.0,8153.84
845,3312.0,8625.222
846,4147.0,8877.05
847,5007.0,9048.032
848,5547.0,9014.469
849,5572.0,9062.008
850,5603.0,9631.122
851,3052.0,10110.331
852,2035.0,10388.835
853,2290.0,10642.053
854,1853.9999999999998,10658.846
855,2034.0,10962.42
856,1369.0,11306.168
857,3155.0000000000005,11496.386
858,3960.0,11846.735
859,3208.9999999999995,11805.312
860,4741.0,11704.571
861,2301.0,11504.272
862,1139.0,11450.0205
863,2302.0,10825.066
864,1787.0,10396.662
865,6038.0,9660.467
866,9109.0,9388.913
867,13093.999999999998,8766.767
868,8559.0,8358.653
869,5111.0,7388.655
870,2488.0,6735.959
871,2427.0,6098.3433
872,2893.0,5386.7886
873,5519.0,4886.5903
874,3580.0000000000005,4197.1987
875,3258.0,3249.3606
876,1680.0,2570.551
877,2183.0,2175.223
878,1662.9999999999998,1710.7761
879,1864.0000000000002,1522.0355
880,874.0,1043.6039
881,0.0,916.64087
882,0.0,1072.5225
883,0.0,951.5964
884,1996.0,1027.9901
885,2088.0,1482.3564
886,2398.0,1516.6964
887,2344.0,1768.9385
888,2967.0,2133.0503
889,3372.0,2375.036
890,3130.9999999999995,2752.889
891,4572.0,3260.4297
892,4237.0,3627.4011
893,5911.0,3657.8064
894,7666.000000000001,4263.9385
895,6947.0,4736.259
896,6377.0,5746.3896
897,2543.0,6220.8696
898,1534.0,7102.9326
899,1758.0,7635.275
900,3312.0,8302.77
901,4147.0,8736.031
902,5007.0,8947.49
903,5547.0,9116.426
904,5572.0,9072.942
905,5603.0,9110.024
906,3052.0,9654.67
907,2035.0,10131.54
908,2290.0,10407.23
909,1853.9999999999998,10638.645
910,2034.0,10639.536
911,1369.0,10918.992
912,3155.0000000000005,11226.819
913,3960.0,11400.058
914,3208.9999999999995,11722.403
915,4741.0,11659.05
916,2301.0,11500.487
917,1139.0,11275.6
918,2302.0,11146.604
919,1787.0,10445.417
920,6038.0,9938.904
921,9109.0,9122.301
922,13093.999999999998,8767.025
923,8559.0,8078.8984
924,5111.0,7636.693
925,2488.0,6637.681
926,2427.0,5995.284
927,2893.0,5387.574
928,5519.0,4736.332
929,3580.0000000000005,4292.663
930,3258.0,3681.4763
931,1680.0,2817.3728
932,2183.0,2229.2666
933,1662.9999999999998,1918.0736
934,1864.0000000000002,1524.1232
935,874.0,1406.434
936,0.0,1015.74066
937,0.0,966.3993
938,0.0,1190.0422
939,1996.0,1140.1926
940,2088.0,1260.5525
941,2398.0,1771.1576
942,2344.0,1841.666
943,2967.0,2120.2283
944,3372.0,2520.3066
945,3130.9999999999995,2786.516
946,4572.0,3201.4634
947,4237.0,3742.9487
948,5911.0,4169.145
949,7666.000000000001,4260.5317
950,6947.0,4923.369
951,5718.000000000001,5418.3687
952,2543.0,6186.7515
953,1534.0,6740.4834
954,1758.0,7666.4717
955,3312.0,8218.59
956,4147.0,8952.126
957,5007.0,9373.599
958,5547.0,9544.364
959,5572.0,9692.252
960,5603.0,9609.876
961,3052.0,9588.509
962,2035.0,10052.232
963,2290.0,10476.057
964,1853.9999999999998,10679.425
965,2034.0,10821.411
966,1369.0,10740.484
967,3155.0000000000005,10940.692
968,3960.0,11164.56
969,3208.9999999999995,11254.94
970,4741.0,11499.037
971,2301.0,11377.155
972,1139.0,11118.669
973,2302.0,10848.308
974,1787.0,10628.595
975,6038.0,9833.85
976,9109.0,9240.613
977,13093.999999999998,8332.386
978,8559.0,7884.5967
979,5111.0,7123.464
980,2488.0,6652.6533
981,2427.0,5620.3184
982,2893.0,4986.0557
983,5519.0,4415.633
984,3580.0000000000005,3844.4314
985,3258.0,3486.1343
986,1680.0,2984.839
987,2183.0,2244.7786
988,1662.9999999999998,1778.6632
989,1864.0000000000002,1582.6025
990,874.0,1269.7596
991,0.0,1231.4213
992,0.0,942.4877
993,0.0,985.416
994,1996.0,1279.6525
995,2088.0,1291.5668
996,2398.0,1454.5554
997,2344.0,2018.0219
998,2967.0,2117.8015
999,3372.0,2427.6934
1000,3130.9999999999995,2858.5513
1001,4572.0,3158.4248
1002,4237.0,3619.9802
1003,5911.0,4207.245
1004,7666.000000000001,4708.106
1005,6947.0,4891.438
1006,5718.000000000001,5658.6733
1007,7327.000000000001,6228.138
1008,1534.0,6881.97
1009,1758.0,7363.206
1010,3312.0,8190.6465
1011,4147.0,8642.98
1012,5007.0,9363.2295
1013,5547.0,9725.123
1014,5572.0,9854.043
1015,5603.0,10021.047
1016,3052.0,9948.163
1017,2035.0,9927.706
1018,2290.0,10358.519
1019,1853.9999999999998,10761.972
1020,2034.0,10914.001
1021,1369.0,10965.383
1022,3155.0000000000005,10797.78
1023,3960.0,10902.922
1024,3208.9999999999995,11037.321
1025,4741.0,11037.548
1026,2301.0,11208.505
1027,1139.0,11041.37
1028,2302.0,10696.298
1029,1787.0,10395.155
1030,6038.0,10084.632
1031,9109.0,9187.936
1032,13093.999999999998,8505.543
1033,8559.0,7502.5044
1034,5111.0,6945.304
1035,2488.0,6102.1357
1036,2427.0,5598.5425
1037,2893.0,4534.393
1038,5519.0,3911.666
1039,3580.0000000000005,3387.3132
1040,3258.0,2912.4182
1041,1680.0,2653.8884
1042,2183.0,2288.275
1043,1662.9999999999998,1699.6316
1044,1864.0000000000002,1397.3237
1045,874.0,1360.0962
1046,0.0,1160.9608
1047,0.0,1229.4442
1048,0.0,1055.8892
1049,1996.0,1185.2343
1050,2088.0,1528.5841
1051,2398.0,1568.8917
1052,2344.0,1733.9132
1053,2967.0,2306.8845
1054,3372.0,2404.1165
1055,3130.9999999999995,2737.208
1056,4572.0,3206.2927
1057,4237.0,3574.6648
1058,5911.0,4124.1167
1059,7666.000000000001,4810.8315
1060,6947.0,5448.2095
1061,5718.000000000001,5764.697
1062,7327.000000000001,6654.544
1063,9694.0,7286.7524
1064,1758.0,7866.9497
1065,3312.0,8228.907
1066,4147.0,8888.2705
